#  3       105  36.00000 FFA-W3-360 (Re=10x10^6)
-1.800000e+02	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	-2.927122e+01	0.000000e+00
-1.750000e+02	1.736000e-01	9.900000e-03	2.180000e-02	-0.000000e+00	-2.844410e+01	1.736000e-01
-1.700000e+02	3.420000e-01	3.920000e-02	4.340000e-02	-0.000000e+00	-2.761697e+01	3.420000e-01
-1.650000e+02	5.000000e-01	8.710000e-02	6.470000e-02	-0.000000e+00	-2.678985e+01	5.000000e-01
-1.600000e+02	6.428000e-01	1.521000e-01	8.550000e-02	-0.000000e+00	-2.596272e+01	6.428000e-01
-1.550000e+02	7.660000e-01	2.322000e-01	1.057000e-01	-0.000000e+00	-2.513560e+01	7.660000e-01
-1.500000e+02	8.660000e-01	3.250000e-01	1.250000e-01	-0.000000e+00	-2.430847e+01	8.660000e-01
-1.450000e+02	9.397000e-01	4.277000e-01	1.434000e-01	-0.000000e+00	-2.348135e+01	9.397000e-01
-1.400000e+02	9.848000e-01	5.371000e-01	1.607000e-01	-0.000000e+00	-2.265422e+01	9.848000e-01
-1.350000e+02	1.000000e+00	6.500000e-01	1.768000e-01	-0.000000e+00	-2.182710e+01	1.000000e+00
-1.300000e+02	9.848000e-01	7.629000e-01	1.915000e-01	-0.000000e+00	-2.099997e+01	9.848000e-01
-1.250000e+02	9.397000e-01	8.723000e-01	2.048000e-01	-0.000000e+00	-2.017285e+01	9.397000e-01
-1.200000e+02	8.660000e-01	9.750000e-01	2.165000e-01	-0.000000e+00	-1.934572e+01	8.660000e-01
-1.150000e+02	7.660000e-01	1.067800e+00	2.266000e-01	-0.000000e+00	-1.851860e+01	7.660000e-01
-1.100000e+02	6.428000e-01	1.147900e+00	2.349000e-01	-0.000000e+00	-1.769147e+01	6.428000e-01
-1.050000e+02	5.000000e-01	1.212900e+00	2.415000e-01	-0.000000e+00	-1.686435e+01	5.000000e-01
-1.000000e+02	3.420000e-01	1.260800e+00	2.462000e-01	-0.000000e+00	-1.603722e+01	3.420000e-01
-9.500000e+01	1.736000e-01	1.290100e+00	2.490000e-01	-0.000000e+00	-1.521010e+01	1.736000e-01
-9.000000e+01	0.000000e+00	1.300000e+00	2.500000e-01	-0.000000e+00	-1.438297e+01	0.000000e+00
-8.500000e+01	-1.736000e-01	1.290100e+00	2.490000e-01	-0.000000e+00	-1.355585e+01	-1.736000e-01
-8.000000e+01	-3.420000e-01	1.260800e+00	2.462000e-01	-0.000000e+00	-1.272872e+01	-3.420000e-01
-7.500000e+01	-5.000000e-01	1.212900e+00	2.415000e-01	-0.000000e+00	-1.190160e+01	-5.000000e-01
-7.000000e+01	-6.428000e-01	1.147900e+00	2.349000e-01	-0.000000e+00	-1.107447e+01	-6.428000e-01
-6.500000e+01	-7.660000e-01	1.067800e+00	2.266000e-01	-0.000000e+00	-1.024735e+01	-7.660000e-01
-6.000000e+01	-8.660000e-01	9.750000e-01	2.165000e-01	-0.000000e+00	-9.420224e+00	-8.660000e-01
-5.500000e+01	-9.397000e-01	8.723000e-01	2.048000e-01	-0.000000e+00	-8.593099e+00	-9.397000e-01
-5.000000e+01	-9.848000e-01	7.629000e-01	1.915000e-01	-0.000000e+00	-7.765974e+00	-9.848000e-01
-4.500000e+01	-1.000000e+00	6.500000e-01	1.768000e-01	-0.000000e+00	-6.938849e+00	-1.000000e+00
-4.000000e+01	-9.716000e-01	5.352000e-01	1.416000e-01	-0.000000e+00	-6.111724e+00	-9.716000e-01
-3.900000e+01	-9.639000e-01	5.136000e-01	1.346000e-01	-0.000000e+00	-5.946299e+00	-9.639000e-01
-3.800000e+01	-9.462000e-01	4.851000e-01	1.276000e-01	-0.000000e+00	-5.780874e+00	-9.462000e-01
-3.700000e+01	-9.285000e-01	4.635000e-01	1.205000e-01	-0.000000e+00	-5.615449e+00	-9.285000e-01
-3.600000e+01	-9.108000e-01	4.349000e-01	1.135000e-01	-0.000000e+00	-5.450024e+00	-9.108000e-01
-3.500000e+01	-8.931000e-01	4.064000e-01	9.650000e-02	-0.000000e+00	-5.284599e+00	-8.931000e-01
-3.400000e+01	-8.854000e-01	3.778000e-01	7.940000e-02	-0.000000e+00	-5.119174e+00	-8.854000e-01
-3.300000e+01	-8.677000e-01	3.523000e-01	6.240000e-02	-0.000000e+00	-4.953749e+00	-8.677000e-01
-3.200000e+01	-8.564000e-01	3.315000e-01	4.470000e-02	-0.000000e+00	-4.788324e+00	-8.564000e-01
-3.000000e+01	-8.378000e-01	2.777000e-01	3.270000e-02	-0.000000e+00	-4.457474e+00	-8.378000e-01
-2.800000e+01	-8.191000e-01	2.338000e-01	2.080000e-02	1.220663e-04	-4.126624e+00	-8.186962e-01
-2.600000e+01	-7.924000e-01	2.045000e-01	1.020000e-02	-4.756356e-04	-3.795774e+00	-7.938278e-01
-2.400000e+01	-7.756000e-01	1.751000e-01	-4.000000e-04	2.517929e-03	-3.464924e+00	-7.688114e-01
-2.200000e+01	-7.441000e-01	1.513000e-01	-8.900000e-03	2.671674e-03	-3.134074e+00	-7.376977e-01
-2.000000e+01	-7.126000e-01	1.274000e-01	-1.740000e-02	6.051808e-03	-2.803224e+00	-6.998709e-01
-1.800000e+01	-6.678000e-01	1.085000e-01	-2.290000e-02	5.000955e-03	-2.472374e+00	-6.587301e-01
-1.600000e+01	-6.231000e-01	8.960000e-02	-2.850000e-02	7.723294e-03	-2.141524e+00	-6.112815e-01
-1.400000e+01	-5.742000e-01	7.480000e-02	-3.000000e-02	1.508640e-02	-1.810674e+00	-5.552603e-01
-1.200000e+01	-5.252000e-01	6.000000e-02	-3.140000e-02	3.615268e-02	-1.479824e+00	-4.893933e-01
-1.000000e+01	-4.827000e-01	4.850000e-02	-2.790000e-02	9.656392e-02	-1.148974e+00	-4.114852e-01
-8.000000e+00	-4.402000e-01	3.700000e-02	-2.440000e-02	2.422459e-01	-8.181236e-01	-3.193819e-01
-6.000000e+00	-2.983000e-01	2.940000e-02	-3.590000e-02	3.276126e-01	-4.872736e-01	-2.062249e-01
-4.000000e+00	-1.564000e-01	2.190000e-02	-4.740000e-02	9.996977e-01	-1.564236e-01	-7.821182e-02
-2.000000e+00	1.744000e-01	2.030000e-02	-7.820000e-02	9.996977e-01	1.744264e-01	8.721318e-02
0.000000e+00	5.053000e-01	1.870000e-02	-1.090000e-01	1.000094e+00	5.052764e-01	2.530120e-01
2.000000e+00	8.241000e-01	1.880000e-02	-1.329000e-01	9.716870e-01	8.361264e-01	4.113623e-01
4.000000e+00	1.120900e+00	1.960000e-02	-1.510000e-01	9.232895e-01	1.166976e+00	5.663239e-01
6.000000e+00	1.389700e+00	2.130000e-02	-1.629800e-01	8.621151e-01	1.497826e+00	7.136481e-01
8.000000e+00	1.625400e+00	2.400000e-02	-1.690800e-01	7.916166e-01	1.828676e+00	8.531842e-01
1.000000e+01	1.810900e+00	2.790000e-02	-1.683200e-01	7.036106e-01	2.159526e+00	9.832819e-01
1.200000e+01	1.858900e+00	3.650000e-02	-1.584800e-01	5.448515e-01	2.490376e+00	1.102969e+00
1.400000e+01	1.815900e+00	7.600000e-02	-1.557600e-01	3.747256e-01	2.821226e+00	1.213410e+00
1.600000e+01	1.778600e+00	1.165000e-01	-1.669600e-01	2.529189e-01	3.152076e+00	1.313619e+00
1.800000e+01	1.756000e+00	1.571000e-01	-1.809400e-01	1.678613e-01	3.482926e+00	1.407640e+00
2.000000e+01	1.763000e+00	2.063000e-01	-1.959800e-01	1.174726e-01	3.813776e+00	1.490023e+00
2.200000e+01	1.800200e+00	3.057000e-01	-2.142800e-01	9.205118e-02	4.144626e+00	1.562513e+00
2.400000e+01	1.849500e+00	4.153000e-01	-2.364800e-01	7.865214e-02	4.475476e+00	1.625330e+00
2.600000e+01	1.877500e+00	5.163000e-01	-2.588200e-01	6.329180e-02	4.806326e+00	1.679604e+00
2.800000e+01	1.882800e+00	6.069000e-01	-2.796600e-01	4.658926e-02	5.137176e+00	1.723772e+00
3.000000e+01	1.868900e+00	6.892000e-01	-2.983000e-01	2.941687e-02	5.468026e+00	1.759816e+00
3.200000e+01	1.843900e+00	7.625000e-01	-3.146600e-01	1.394510e-02	5.798876e+00	1.787967e+00
